experiment_id,bearing_1_id,bearing_2_id,timestamp,a1_x,a1_y,a1_z,a2_x,a2_y,a2_z,hz
1,0,1,0.0,0.1132685506131126,0.1497062521593228,-0.1102751642794486,-0.1860296425036849,0.1944500709873828,0.4542989730946919,0.0
1,0,1,0.0003333333333333,-0.3677129226900941,-0.2288317314225985,0.1778205604472914,0.2859918689828488,0.002226304787035,-0.0439304018700239,0.0
1,0,1,0.0006666666666666,0.1132685506131126,0.1497062521593228,-0.3983708890058118,-0.0916253402063798,0.002226304787035,0.4542989730946919,0.0
1,0,1,0.001,-0.1753203333688131,-0.2288317314225985,-0.1102751642794486,0.2859918689828488,0.002226304787035,0.2550072231088003,0.0
1,0,1,0.0013333333333333,-0.0791240387081684,0.0550717562639331,-0.1102751642794486,0.1915875666855437,0.002226304787035,0.2550072231088003,0.0
1,0,1,0.0016666666666666,-0.1753203333688131,-0.0395627396314477,-0.1102751642794486,0.1915875666855437,0.1944500709873828,0.2550072231088003,0.0
1,0,1,0.002,-0.1753203333688131,-0.0395627396314477,0.0817886522052988,0.0971832643882304,-0.1899974614133039,0.0557154731229175,0.0
1,0,1,0.0023333333333333,0.1132685506131126,0.0550717562639331,-0.3983708890058118,0.0971832643882304,0.1944500709873828,0.4542989730946919,0.0
1,0,1,0.0026666666666666,-0.3677129226900941,0.0550717562639331,-0.1102751642794486,0.1915875666855437,0.002226304787035,-0.0439304018700239,0.0
1,0,1,0.003,-0.0791240387081684,0.0550717562639331,-0.2063070725214496,-0.0916253402063798,0.002226304787035,0.4542989730946919,0.0
1,0,1,0.0033333333333333,-0.0791240387081684,0.0550717562639331,-0.014243256037079,0.2859918689828488,0.002226304787035,-0.0439304018700239,0.0
1,0,1,0.0036666666666666,0.0170722559528532,0.1497062521593228,-0.1102751642794486,-0.0916253402063798,0.098338187887025,0.2550072231088003,0.0
1,0,1,0.004,-0.1753203333688131,-0.2288317314225985,-0.1102751642794486,0.1915875666855437,0.098338187887025,0.1553613481158589,0.0
1,0,1,0.0043333333333333,-0.1753203333688131,0.0550717562639331,-0.1102751642794486,0.1915875666855437,-0.286109344513294,0.1553613481158589,0.0
1,0,1,0.0046666666666666,-0.0791240387081684,0.0550717562639331,-0.3983708890058118,0.1915875666855437,0.2905619540873676,0.1553613481158589,0.0
1,0,1,0.005,-0.3677129226900941,-0.0395627396314477,0.1778205604472914,0.0971832643882304,0.098338187887025,0.2550072231088003,0.0
1,0,1,0.0053333333333333,0.1132685506131126,0.0550717562639331,-0.3023389807638192,-0.1860296425036849,0.1944500709873828,0.3546530981017418,0.0
1,0,1,0.0056666666666666,-0.4639092173507388,-0.2288317314225985,0.1778205604472914,0.3803961712801539,0.002226304787035,-0.143576276862974,0.0
1,0,1,0.006,-0.0791240387081684,0.2443407480547108,-0.1102751642794486,-0.0916253402063798,0.098338187887025,0.4542989730946919,0.0
1,0,1,0.0063333333333333,-0.0791240387081684,-0.2288317314225985,-0.1102751642794486,0.2859918689828488,0.2905619540873676,-0.0439304018700239,0.0
1,0,1,0.0066666666666666,0.0170722559528532,0.1497062521593228,-0.1102751642794486,-0.1860296425036849,-0.1899974614133039,0.1553613481158589,0.0
1,0,1,0.007,-0.0791240387081684,-0.2288317314225985,-0.3023389807638192,0.1915875666855437,0.1944500709873828,0.2550072231088003,0.0
1,0,1,0.0073333333333333,-0.2715166280294578,0.2443407480547108,0.1778205604472914,0.0971832643882304,0.098338187887025,0.2550072231088003,0.0
1,0,1,0.0076666666666666,0.1132685506131126,0.0550717562639331,-0.3983708890058118,0.1915875666855437,0.002226304787035,0.1553613481158589,0.0
1,0,1,0.008,-0.3677129226900941,0.0550717562639331,-0.1102751642794486,0.0971832643882304,0.002226304787035,-0.0439304018700239,0.0
1,0,1,0.0083333333333333,0.0170722559528532,0.0550717562639331,-0.1102751642794486,-0.1860296425036849,0.002226304787035,0.4542989730946919,0.0
1,0,1,0.0086666666666666,-0.2715166280294578,-0.2288317314225985,-0.1102751642794486,0.2859918689828488,0.098338187887025,0.2550072231088003,0.0
1,0,1,0.009,-0.0791240387081684,0.2443407480547108,-0.2063070725214496,-0.0916253402063798,0.098338187887025,0.2550072231088003,0.0
1,0,1,0.0093333333333333,-0.1753203333688131,-0.0395627396314477,-0.1102751642794486,0.1915875666855437,0.2905619540873676,0.2550072231088003,0.0
1,0,1,0.0096666666666666,-0.0791240387081684,0.0550717562639331,0.1778205604472914,0.0971832643882304,-0.1899974614133039,-0.143576276862974,0.0
1,0,1,0.01,-0.0791240387081684,0.0550717562639331,-0.3983708890058118,-0.0916253402063798,0.1944500709873828,0.1553613481158589,0.0
1,0,1,0.0103333333333333,-0.1753203333688131,-0.0395627396314477,-0.014243256037079,0.0971832643882304,0.098338187887025,0.2550072231088003,0.0
1,0,1,0.0106666666666667,0.0170722559528532,0.1497062521593228,-0.1102751642794486,0.1915875666855437,0.1944500709873828,0.4542989730946919,0.0
1,0,1,0.011,0.0170722559528532,0.2443407480547108,-0.2063070725214496,0.3803961712801539,0.002226304787035,-0.0439304018700239,0.0
1,0,1,0.0113333333333333,-0.0791240387081684,0.3389752439504736,-0.1102751642794486,-0.0916253402063798,-0.1899974614133039,0.5539448480876333,0.0
1,0,1,0.0116666666666667,0.1132685506131126,-0.2288317314225985,0.1778205604472914,0.3803961712801539,0.1944500709873828,0.0557154731229175,0.0
1,0,1,0.012,-0.2715166280294578,0.2443407480547108,0.1778205604472914,0.1915875666855437,-0.1899974614133039,0.3546530981017418,0.0
1,0,1,0.0123333333333333,0.2094648452737573,-0.1341972355272087,-0.3983708890058118,0.0971832643882304,0.1944500709873828,0.2550072231088003,0.0
1,0,1,0.0126666666666667,-0.2715166280294578,0.0550717562639331,0.0817886522052988,0.3803961712801539,-0.1899974614133039,-0.0439304018700239,0.0
1,0,1,0.013,0.1132685506131126,0.2443407480547108,-0.3023389807638192,0.1915875666855437,0.098338187887025,0.4542989730946919,0.0
